,City,State,Population,Latitude,Longitude,APICode,AdministrativeArea.CountryID,AdministrativeArea.EnglishName,AdministrativeArea.EnglishType,AdministrativeArea.ID,AdministrativeArea.Level,AdministrativeArea.LocalizedName,AdministrativeArea.LocalizedType,Country.EnglishName,Country.ID,Country.LocalizedName,DataSets,EnglishName,GeoPosition.Elevation.Imperial.Unit,GeoPosition.Elevation.Imperial.UnitType,GeoPosition.Elevation.Imperial.Value,GeoPosition.Elevation.Metric.Unit,GeoPosition.Elevation.Metric.UnitType,GeoPosition.Elevation.Metric.Value,GeoPosition.Latitude,GeoPosition.Longitude,IsAlias,Key,LocalizedName,PrimaryPostalCode,Rank,Region.EnglishName,Region.ID,Region.LocalizedName,SupplementalAdminAreas,TimeZone.Code,TimeZone.GmtOffset,TimeZone.IsDaylightSaving,TimeZone.Name,TimeZone.NextOffsetChange,Type,Version
296,Sparks,Nevada,104246,39.5544,-119.735,39.5544%2C-119.735,US,Nevada,State,NV,1,Nevada,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Sparks,ft,0,4477,m,5,1365,39.535,-119.753,FALSE,339386,Sparks,89431,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Washoe', 'EnglishName': 'Washoe'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
297,Lakewood,New Jersey,104157,40.0771,-74.2004,40.0771%2C-74.2004,US,New Jersey,State,NJ,1,New Jersey,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Lakewood,ft,0,88,m,5,27,40.098,-74.218,FALSE,339493,Lakewood,8701,55,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Ocean', 'EnglishName': 'Ocean'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
298,Burbank,California,103695,34.1901,-118.326,34.1901%2C-118.326,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Burbank,ft,0,577,m,5,176,34.181,-118.309,FALSE,332054,Burbank,91502,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Los Angeles', 'EnglishName': 'Los Angeles'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
299,Rialto,California,103440,34.1118,-117.388,34.1118%2C-117.388,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Rialto,ft,0,1269,m,5,387,34.106,-117.37,FALSE,337215,Rialto,92376,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'San Bernardino', 'EnglishName': 'San Bernardino'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
300,Allen,Texas,103383,33.0997,-96.6631,33.0997%2C-96.6631,US,Texas,State,TX,1,Texas,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Allen,ft,0,669,m,5,204,33.103,-96.671,FALSE,2237190,Allen,75013,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Collin', 'EnglishName': 'Collin'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
301,El Cajon,California,103241,32.8017,-116.96,32.8017%2C-116.96,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",El Cajon,ft,0,432,m,5,132,32.795,-116.963,FALSE,342295,El Cajon,92020,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'San Diego', 'EnglishName': 'San Diego'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
302,Las Cruces,New Mexico,102926,32.3264,-106.789,32.3264%2C-106.789,US,New Mexico,State,NM,1,New Mexico,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Las Cruces,ft,0,3876,m,5,1181,32.312,-106.778,FALSE,329556,Las Cruces,88001,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Doña Ana', 'EnglishName': 'Doña Ana'}]",MST,-7,FALSE,America/Denver,2020-03-08T09:00:00Z,City,1
303,Renton,Washington,102153,47.4761,-122.192,47.4761%2C-122.192,US,Washington,State,WA,1,Washington,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Renton,ft,0,232,m,5,71,47.483,-122.217,FALSE,341348,Renton,98057,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'King', 'EnglishName': 'King'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
304,Davenport,Iowa,102085,41.5541,-90.604,41.5541%2C-90.604,US,Iowa,State,IA,1,Iowa,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Davenport,ft,0,629,m,5,192,41.524,-90.578,FALSE,328809,Davenport,52801,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Scott', 'EnglishName': 'Scott'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
305,South Bend,Indiana,101860,41.6769,-86.269,41.6769%2C-86.269,US,Indiana,State,IN,1,Indiana,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",South Bend,ft,0,701,m,5,214,41.683,-86.25,FALSE,328791,South Bend,46601,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'St. Joseph', 'EnglishName': 'St. Joseph'}]",EST,-5,FALSE,America/Indiana/Indianapolis,2020-03-08T07:00:00Z,City,1
306,Vista,California,101224,33.1895,-117.238,33.1895%2C-117.238,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Vista,ft,0,328,m,5,100,33.2,-117.243,FALSE,347578,Vista,92083,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'San Diego', 'EnglishName': 'San Diego'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
307,Tuscaloosa,Alabama,101113,33.2065,-87.5346,33.2065%2C-87.5346,US,Alabama,State,AL,1,Alabama,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Tuscaloosa,ft,0,160,m,5,49,33.21,-87.569,FALSE,326703,Tuscaloosa,35401,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Tuscaloosa', 'EnglishName': 'Tuscaloosa'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
308,Clinton,Michigan,100800,42.5903,-82.917,42.5903%2C-82.917,US,Michigan,State,MI,1,Michigan,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Mount Clemens,ft,0,610,m,5,186,42.597,-82.878,FALSE,333657,Mount Clemens,48043,65,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Macomb', 'EnglishName': 'Macomb'}]",EST,-5,FALSE,America/Detroit,2020-03-08T07:00:00Z,City,1
309,Edison,New Jersey,100693,40.504,-74.3494,40.504%2C-74.3494,US,New Jersey,State,NJ,1,New Jersey,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Sayreville,ft,0,19,m,5,6,40.459,-74.361,FALSE,339537,Sayreville,8872,55,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Middlesex', 'EnglishName': 'Middlesex'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
310,Woodbridge,New Jersey,100450,40.5607,-74.2927,40.5607%2C-74.2927,US,New Jersey,State,NJ,1,New Jersey,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Woodbridge,ft,0,62,m,5,19,40.558,-74.285,FALSE,339568,Woodbridge,7095,65,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Middlesex', 'EnglishName': 'Middlesex'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
311,San Angelo,Texas,100215,31.4411,-100.45,31.4411%2C-100.45,US,Texas,State,TX,1,Texas,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",San Angelo,ft,0,1836,m,5,560,31.464,-100.437,FALSE,331124,San Angelo,76903,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Tom Green', 'EnglishName': 'Tom Green'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
312,Kenosha,Wisconsin,100164,42.5822,-87.8456,42.5822%2C-87.8456,US,Wisconsin,State,WI,1,Wisconsin,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Kenosha,ft,0,593,m,5,181,42.585,-87.821,FALSE,331521,Kenosha,53140,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Kenosha', 'EnglishName': 'Kenosha'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
313,Vacaville,California,100154,38.3539,-121.972,38.3539%2C-121.972,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Vacaville,ft,0,206,m,5,63,38.357,-121.988,FALSE,331981,Vacaville,95688,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Solano', 'EnglishName': 'Solano'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
314,LONDON,UK,"7,074,000",51.507351,-0.127758,51.507351%2C-0.127758,GB,Westminster,London Borough,WSM,1,Westminster,London Borough,United Kingdom,GB,United Kingdom,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Embankment,ft,0,45,m,5,14,51.505,-0.128,FALSE,2532685,Embankment,SW1A 2,85,Europe,EUR,Europe,"[{'Level': 0, 'LocalizedName': 'England', 'EnglishName': 'England'}, {'Level': 3, 'LocalizedName': ""St. James's"", 'EnglishName': ""St. James's""}]",GMT,0,FALSE,Europe/London,2020-03-29T01:00:00Z,City,1
315,BERLIN,Germany,"3,387,000",52.520008,13.404954,52.520008%2C13.404954,DE,Berlin,State,BE,1,Berlin,State,Germany,DE,Germany,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Mitte,ft,0,111,m,5,34,52.521,13.398,FALSE,2601546,Mitte,10178,45,Europe,EUR,Europe,"[{'Level': 3, 'LocalizedName': 'Berlin', 'EnglishName': 'Berlin'}]",CET,1,FALSE,Europe/Berlin,2020-03-29T01:00:00Z,City,1
316,MADRID,Spain,"2,824,000",40.416775,-3.70379,40.416775%2C-3.70379,ES,Madrid,Autonomous Community,MD,1,Madrid,Autonomous Community,Spain,ES,Spain,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Sol,ft,0,2138,m,5,652,40.417,-3.705,FALSE,2330114,Sol,,85,Europe,EUR,Europe,[],CET,1,FALSE,Europe/Madrid,2020-03-29T01:00:00Z,City,1
317,ROMA,Italy,"2,649,000",41.902782,12.496365,41.902782%2C12.496365,IT,Lazio,Region,62,1,Lazio,Region,Italy,IT,Italy,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts']",San Paolo,ft,0,131,m,5,40,41.89,12.496,FALSE,1546127,San Paolo,,85,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Roma', 'EnglishName': 'Roma'}, {'Level': 3, 'LocalizedName': 'Roma', 'EnglishName': 'Roma'}]",CET,1,FALSE,Europe/Rome,2020-03-29T01:00:00Z,City,1
318,KIEV,Ukraine,"2,590,000",50.4501,30.523399,50.4501%2C30.523399,UA,Kiev City,City,30,1,Kiev City,City,Ukraine,UA,Ukraine,"['AirQualityCurrentConditions', 'AirQualityForecasts']",Kyiv,ft,0,446,m,5,136,50.45,30.524,FALSE,324505,Kyiv,,20,Europe,EUR,Europe,[],EET,2,FALSE,Europe/Kiev,2020-03-29T01:00:00Z,City,1
319,PARIS,France,"2,152,000",48.856613,2.352222,48.856613%2C2.352222,FR,Ville de Paris,Department,75,1,Ville de Paris,Department,France,FR,France,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Saint-Merri,ft,0,114,m,5,35,48.859,2.352,FALSE,1094121,Saint-Merri,,75,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Paris', 'EnglishName': 'Paris'}]",CET,1,FALSE,Europe/Paris,2020-03-29T01:00:00Z,City,1
320,BUCURESTI (Bucharest),Romania,"2,016,000",46.195992,21.28756,46.195992%2C21.28756,RO,Arad,Department,AR,1,Arad,Department,Romania,RO,Romania,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Arad,ft,0,344,m,5,105,46.189,21.313,FALSE,286942,Arad,,41,Europe,EUR,Europe,[],EET,2,FALSE,Europe/Bucharest,2020-03-29T01:00:00Z,City,1
321,BUDAPEST,Hungary,"1,825,000",47.497913,19.040236,47.497913%2C19.040236,HU,Budapest,Capital City,BU,1,Budapest,Capital City,Hungary,HU,Hungary,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Budapest,ft,0,246,m,5,75,47.504,19.05,FALSE,187423,Budapest,,20,Europe,EUR,Europe,[],CET,1,FALSE,Europe/Budapest,2020-03-29T01:00:00Z,City,1
322,Hamburg,Germany,"1,705,000",53.551086,9.993682,53.551086%2C9.993682,DE,Hamburg,State,HH,1,Hamburg,State,Germany,DE,Germany,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Hamburg-Altstadt,ft,0,3,m,5,1,53.549,9.996,FALSE,3352352,Hamburg-Altstadt,20095,85,Europe,EUR,Europe,"[{'Level': 3, 'LocalizedName': 'Hamburg', 'EnglishName': 'Hamburg'}]",CET,1,FALSE,Europe/Berlin,2020-03-29T01:00:00Z,City,1
323,MINSK,Belarus,"1,677,000",53.904541,27.561523,53.904541%2C27.561523,BY,Minsk City,Municipality,HM,1,Minsk City,Municipality,Belarus,BY,Belarus,"['AirQualityCurrentConditions', 'AirQualityForecasts']",Minsk,ft,0,698,m,5,213,53.9,27.576,FALSE,28580,Minsk,,20,Europe,EUR,Europe,[],MSK,3,FALSE,Europe/Minsk,,City,1
324,WARSZAWA (Warsaw),Poland,"1,615,000",52.229675,21.01223,52.229675%2C21.01223,PL,Masovia,Voivodship,14,1,Masovia,Voivodship,Poland,PL,Poland,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Śródmieście Południowe,ft,0,370,m,5,113,52.222,21.016,FALSE,2722931,Śródmieście Południowe,,85,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Warsaw', 'EnglishName': 'Warsaw'}, {'Level': 3, 'LocalizedName': 'Warsaw', 'EnglishName': 'Warsaw'}]",CET,1,FALSE,Europe/Warsaw,2020-03-29T01:00:00Z,City,1
325,BEOGRAD (Belgrade),Serbia,"1,594,000",44.786568,20.448921,44.786568%2C20.448921,RS,Belgrade,District,0,1,Belgrade,District,Serbia,RS,Serbia,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Belgrade,ft,0,324,m,5,99,44.817,20.464,FALSE,298198,Belgrade,,20,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Stari', 'EnglishName': 'Stari'}]",CET,1,FALSE,Europe/Belgrade,2020-03-29T01:00:00Z,City,1
326,WIEN (Vienna),Austria,"1,540,000",48.208176,16.373819,48.208176%2C16.373819,AT,Vienna,State,9,1,Vienna,State,Austria,AT,Austria,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Innere Stadt,ft,0,534,m,5,163,48.209,16.37,FALSE,951479,Innere Stadt,,65,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Vienna', 'EnglishName': 'Vienna'}]",CET,1,FALSE,Europe/Vienna,2020-03-29T01:00:00Z,City,1
327,Kharkov,Ukraine,"1,494,000",49.9935,36.230385,49.9935%2C36.230385,UA,Kharkiv,Province,63,1,Kharkiv,Province,Ukraine,UA,Ukraine,"['AirQualityCurrentConditions', 'AirQualityForecasts']",Kharkiv,ft,0,367,m,5,112,49.99,36.23,FALSE,323903,Kharkiv,,21,Europe,EUR,Europe,[],EET,2,FALSE,Europe/Kiev,2020-03-29T01:00:00Z,City,1
328,Barcelona,Spain,"1,455,000",41.385063,2.173404,41.385063%2C2.173404,ES,Catalonia,Autonomous Community,CT,1,Catalonia,Autonomous Community,Spain,ES,Spain,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",el Barri Gòtic,ft,0,101,m,5,31,41.381,2.177,FALSE,2330131,el Barri Gòtic,,85,Europe,EUR,Europe,[],CET,1,FALSE,Europe/Madrid,2020-03-29T01:00:00Z,City,1
329,Milano (Milan),Italy,"1,306,000",45.464203,9.189982,45.464203%2C9.189982,IT,Lombardy,Region,25,1,Lombardy,Region,Italy,IT,Italy,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Duomo,ft,0,400,m,5,122,45.461,9.187,FALSE,2579861,Duomo,,85,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Milano', 'EnglishName': 'Milano'}, {'Level': 3, 'LocalizedName': 'Milano', 'EnglishName': 'Milano'}]",CET,1,FALSE,Europe/Rome,2020-03-29T01:00:00Z,City,1
330,München (Munich),Germany,"1,195,000",48.135124,11.581981,48.135124%2C11.581981,DE,Bavaria,State,BY,1,Bavaria,State,Germany,DE,Germany,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Graggenau,ft,0,1692,m,5,516,48.139,11.579,FALSE,3557790,Graggenau,80331,85,Europe,EUR,Europe,"[{'Level': 3, 'LocalizedName': 'Munich', 'EnglishName': 'München'}]",CET,1,FALSE,Europe/Berlin,2020-03-29T01:00:00Z,City,1
331,PRAHA (Prague),Czech Republic,"1,193,000",50.075539,14.4378,50.075539%2C14.4378,CZ,Prague,Capital City,10,1,Prague,Capital City,Czechia,CZ,Czechia,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Vinohrady,ft,0,768,m,5,234,50.077,14.472,FALSE,125566,Vinohrady,,55,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Praha', 'EnglishName': 'Praha'}, {'Level': 3, 'LocalizedName': 'Praha', 'EnglishName': 'Praha'}]",CET,1,FALSE,Europe/Prague,2020-03-29T01:00:00Z,City,1
332,SOFIA,Bulgaria,"1,139,000",42.696491,23.32601,42.696491%2C23.32601,BG,Sofiya-Grad,District,22,1,Sofiya-Grad,District,Bulgaria,BG,Bulgaria,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Sofia,ft,0,1853,m,5,565,42.686,23.337,FALSE,51097,Sofia,,20,Europe,EUR,Europe,[],EET,2,FALSE,Europe/Sofia,2020-03-29T01:00:00Z,City,1
333,Dnepropetrovsk,Ukraine,"1,108,000",48.393429,41.948509,48.393429%2C41.948509,RU,Rostov,Oblast,ROS,1,Rostov,Oblast,Russia,RU,Russia,"['AirQualityCurrentConditions', 'AirQualityForecasts']",Voznyesyenskiy,ft,0,373,m,5,114,48.382,41.941,FALSE,2489749,Voznyesyenskiy,,85,Asia,ASI,Asia,"[{'Level': 2, 'LocalizedName': 'Morozovsky', 'EnglishName': 'Morozovsky'}]",MSK,3,FALSE,Europe/Moscow,,City,1
334,Donetsk,Ukraine,"1,050,000",48.002667,37.833568,48.002667%2C37.833568,UA,Donets'k,Province,14,1,Donets'k,Province,Ukraine,UA,Ukraine,"['AirQualityCurrentConditions', 'AirQualityForecasts']",Donetsk,ft,0,678,m,5,207,48.016,37.801,FALSE,323030,Donetsk,,21,Europe,EUR,Europe,[],EET,2,FALSE,Europe/Kiev,2020-03-29T01:00:00Z,City,1
335,Napoli (Naples),Italy,"1,047,000",40.839983,14.252542,40.839983%2C14.252542,IT,Campania,Region,72,1,Campania,Region,Italy,IT,Italy,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts']",San Ferdinando,ft,0,82,m,5,25,40.835,14.247,FALSE,2579827,San Ferdinando,,85,Europe,EUR,Europe,"[{'Level': 2, 'LocalizedName': 'Napoli', 'EnglishName': 'Napoli'}, {'Level': 3, 'LocalizedName': 'Napoli', 'EnglishName': 'Napoli'}]",CET,1,FALSE,Europe/Rome,2020-03-29T01:00:00Z,City,1
336,Birmingham,UK,"1,021,000",52.482271,-1.90359,52.482271%2C-1.90359,GB,Birmingham,Metropolitan Borough,BIR,1,Birmingham,Metropolitan Borough,United Kingdom,GB,United Kingdom,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Birmingham,ft,0,410,m,5,125,52.482,-1.891,FALSE,326966,Birmingham,B5 5,21,Europe,EUR,Europe,"[{'Level': 0, 'LocalizedName': 'England', 'EnglishName': 'England'}]",GMT,0,FALSE,Europe/London,2020-03-29T01:00:00Z,City,1
337,Odessa,Ukraine,"1,002,000",31.849151,-102.375195,31.849151%2C-102.375195,US,Texas,State,TX,1,Texas,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Odessa,ft,0,2909,m,5,887,31.846,-102.368,FALSE,331122,Odessa,79761,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Ector', 'EnglishName': 'Ector'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
338,Köln (Cologne),Germany,"963,000",50.941481,6.952871,50.941481%2C6.952871,DE,North Rhine-Westphalia,State,NW,1,North Rhine-Westphalia,State,Germany,DE,Germany,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'MinuteCast', 'Radar']",Altstadt-Nord,ft,0,154,m,5,47,50.942,6.955,FALSE,2601535,Altstadt-Nord,50667,65,Europe,EUR,Europe,"[{'Level': 3, 'LocalizedName': 'Cologne', 'EnglishName': 'Köln'}]",CET,1,FALSE,Europe/Berlin,2020-03-29T01:00:00Z,City,1
