,City,State,Population,Latitude,Longitude,APICode,AdministrativeArea.CountryID,AdministrativeArea.EnglishName,AdministrativeArea.EnglishType,AdministrativeArea.ID,AdministrativeArea.Level,AdministrativeArea.LocalizedName,AdministrativeArea.LocalizedType,Country.EnglishName,Country.ID,Country.LocalizedName,DataSets,EnglishName,GeoPosition.Elevation.Imperial.Unit,GeoPosition.Elevation.Imperial.UnitType,GeoPosition.Elevation.Imperial.Value,GeoPosition.Elevation.Metric.Unit,GeoPosition.Elevation.Metric.UnitType,GeoPosition.Elevation.Metric.Value,GeoPosition.Latitude,GeoPosition.Longitude,IsAlias,Key,LocalizedName,PrimaryPostalCode,Rank,Region.EnglishName,Region.ID,Region.LocalizedName,SupplementalAdminAreas,TimeZone.Code,TimeZone.GmtOffset,TimeZone.IsDaylightSaving,TimeZone.Name,TimeZone.NextOffsetChange,Type,Version
250,Murrieta,California,114985,33.5721,-117.19,33.5721%2C-117.19,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Murrieta,ft,0,1108,m,5,338,33.554,-117.214,FALSE,2178890,Murrieta,92562,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Riverside', 'EnglishName': 'Riverside'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
251,Temecula,California,114742,33.4931,-117.131,33.4931%2C-117.131,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Temecula,ft,0,1049,m,5,320,33.494,-117.148,FALSE,337272,Temecula,92590,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Riverside', 'EnglishName': 'Riverside'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
252,Springfield,Illinois,114694,39.7911,-89.6446,39.7911%2C-89.6446,US,Illinois,State,IL,1,Illinois,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Springfield,ft,0,596,m,5,182,39.802,-89.644,FALSE,328763,Springfield,62701,41,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Sangamon', 'EnglishName': 'Sangamon'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
253,Palm Bay,Florida,114194,27.9856,-80.6626,27.9856%2C-80.6626,US,Florida,State,FL,1,Florida,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Palm Bay,ft,0,32,m,5,10,28.034,-80.589,FALSE,347866,Palm Bay,32905,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Brevard', 'EnglishName': 'Brevard'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
254,Costa Mesa,California,113615,33.6659,-117.912,33.6659%2C-117.912,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Costa Mesa,ft,0,68,m,5,21,33.641,-117.919,FALSE,327154,Costa Mesa,92627,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Orange', 'EnglishName': 'Orange'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
255,Westminster,Colorado,113479,39.8822,-105.064,39.8822%2C-105.064,US,Colorado,State,CO,1,Colorado,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Westminster,ft,0,5464,m,5,1665,39.837,-105.037,FALSE,347798,Westminster,80030,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Adams', 'EnglishName': 'Adams'}]",MST,-7,FALSE,America/Denver,2020-03-08T09:00:00Z,City,1
256,North Charleston,South Carolina,113237,32.9178,-80.065,32.9178%2C-80.065,US,South Carolina,State,SC,1,South Carolina,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",North Charleston,ft,0,26,m,5,8,32.855,-79.975,FALSE,340586,North Charleston,29405,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Charleston', 'EnglishName': 'Charleston'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
257,Miami Gardens,Florida,113069,25.9489,-80.2436,25.9489%2C-80.2436,US,Florida,State,FL,1,Florida,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Miami Gardens,ft,0,9,m,5,3,25.942,-80.246,FALSE,2243453,Miami Gardens,33056,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Miami-Dade', 'EnglishName': 'Miami-Dade'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
258,Manchester,New Hampshire,112525,42.9849,-71.4441,42.9849%2C-71.4441,US,New Hampshire,State,NH,1,New Hampshire,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Manchester,ft,0,262,m,5,80,42.996,-71.455,FALSE,334459,Manchester,3104,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Hillsborough', 'EnglishName': 'Hillsborough'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
259,High Point,North Carolina,112316,35.99,-79.9905,35.99%2C-79.9905,US,North Carolina,State,NC,1,North Carolina,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",High Point,ft,0,954,m,5,291,35.956,-80.005,FALSE,329828,High Point,27260,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Guilford', 'EnglishName': 'Guilford'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
260,Downey,California,112269,33.9382,-118.13,33.9382%2C-118.13,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Downey,ft,0,114,m,5,35,33.94,-118.133,FALSE,327157,Downey,90241,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Los Angeles', 'EnglishName': 'Los Angeles'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
261,Clovis,California,112022,36.8282,-119.684,36.8282%2C-119.684,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Clovis,ft,0,367,m,5,112,36.825,-119.703,FALSE,342227,Clovis,93612,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Fresno', 'EnglishName': 'Fresno'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
262,Pompano Beach,Florida,111954,26.2416,-80.1339,26.2416%2C-80.1339,US,Florida,State,FL,1,Florida,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Pompano Beach,ft,0,16,m,5,5,26.238,-80.125,FALSE,337610,Pompano Beach,33060,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Broward', 'EnglishName': 'Broward'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
263,Pueblo,Colorado,111750,38.2699,-104.612,38.2699%2C-104.612,US,Colorado,State,CO,1,Colorado,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Pueblo,ft,0,4736,m,5,1444,38.254,-104.609,FALSE,327352,Pueblo,81003,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Pueblo', 'EnglishName': 'Pueblo'}]",MST,-7,FALSE,America/Denver,2020-03-08T09:00:00Z,City,1
264,Elgin,Illinois,111683,42.0396,-88.3217,42.0396%2C-88.3217,US,Illinois,State,IL,1,Illinois,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Elgin,ft,0,738,m,5,225,42.037,-88.281,FALSE,328777,Elgin,60120,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Kane', 'EnglishName': 'Kane'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
265,Lowell,Massachusetts,111670,42.639,-71.3211,42.639%2C-71.3211,US,Massachusetts,State,MA,1,Massachusetts,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Lowell,ft,0,118,m,5,36,42.633,-71.316,FALSE,333574,Lowell,1851,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Middlesex', 'EnglishName': 'Middlesex'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
266,Antioch,California,111535,37.9791,-121.796,37.9791%2C-121.796,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Antioch,ft,0,49,m,5,15,38.005,-121.806,FALSE,332025,Antioch,94509,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Contra Costa', 'EnglishName': 'Contra Costa'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
267,West Palm Beach,Florida,111398,26.7464,-80.1251,26.7464%2C-80.1251,US,Florida,State,FL,1,Florida,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",West Palm Beach,ft,0,29,m,5,9,26.715,-80.053,FALSE,328167,West Palm Beach,33401,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Palm Beach', 'EnglishName': 'Palm Beach'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
268,Peoria,Illinois,111388,40.7515,-89.6174,40.7515%2C-89.6174,US,Illinois,State,IL,1,Illinois,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Peoria,ft,0,508,m,5,155,40.694,-89.589,FALSE,328766,Peoria,61602,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Peoria', 'EnglishName': 'Peoria'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
269,Everett,Washington,111262,47.9566,-122.191,47.9566%2C-122.191,US,Washington,State,WA,1,Washington,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Everett,ft,0,124,m,5,38,47.979,-122.202,FALSE,331417,Everett,98201,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Snohomish', 'EnglishName': 'Snohomish'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
270,Ventura,California,111128,34.2678,-119.254,34.2678%2C-119.254,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Ventura,ft,0,39,m,5,12,34.278,-119.293,FALSE,327140,Ventura,93001,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Ventura', 'EnglishName': 'Ventura'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
271,Centennial,Colorado,110831,39.5906,-104.869,39.5906%2C-104.869,US,Colorado,State,CO,1,Colorado,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Centennial,ft,0,5795,m,5,1766,39.58,-104.876,FALSE,2207726,Centennial,80112,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Arapahoe', 'EnglishName': 'Arapahoe'}]",MST,-7,FALSE,America/Denver,2020-03-08T09:00:00Z,City,1
272,Lakeland,Florida,110516,28.0555,-81.9549,28.0555%2C-81.9549,US,Florida,State,FL,1,Florida,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Lakeland,ft,0,209,m,5,64,28.039,-81.95,FALSE,332280,Lakeland,33801,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Polk', 'EnglishName': 'Polk'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
273,Gresham,Oregon,110158,45.5023,-122.441,45.5023%2C-122.441,US,Oregon,State,OR,1,Oregon,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Gresham,ft,0,406,m,5,124,45.498,-122.431,FALSE,335312,Gresham,97030,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Multnomah', 'EnglishName': 'Multnomah'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
274,Richmond,California,110146,37.9523,-122.36,37.9523%2C-122.36,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Richmond,ft,0,36,m,5,11,37.936,-122.348,FALSE,337216,Richmond,94801,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Contra Costa', 'EnglishName': 'Contra Costa'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
275,Billings,Montana,109550,45.7885,-108.549,45.7885%2C-108.549,US,Montana,State,MT,1,Montana,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Billings,ft,0,3112,m,5,949,45.783,-108.501,FALSE,329450,Billings,59101,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Yellowstone', 'EnglishName': 'Yellowstone'}]",MST,-7,FALSE,America/Denver,2020-03-08T09:00:00Z,City,1
276,Inglewood,California,109419,33.9561,-118.344,33.9561%2C-118.344,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Inglewood,ft,0,111,m,5,34,33.962,-118.353,FALSE,337094,Inglewood,90301,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Los Angeles', 'EnglishName': 'Los Angeles'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
277,Broken Arrow,Oklahoma,109171,36.0365,-95.781,36.0365%2C-95.781,US,Oklahoma,State,OK,1,Oklahoma,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Broken Arrow,ft,0,741,m,5,226,36.053,-95.791,FALSE,335203,Broken Arrow,74012,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Tulsa', 'EnglishName': 'Tulsa'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
278,Sandy Springs,Georgia,108797,33.9315,-84.3687,33.9315%2C-84.3687,US,Georgia,State,GA,1,Georgia,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Sandy Springs,ft,0,1092,m,5,333,33.924,-84.379,FALSE,348061,Sandy Springs,30328,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Fulton', 'EnglishName': 'Fulton'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
279,Jurupa Valley,California,108393,34.0026,-117.467,34.0026%2C-117.467,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Jurupa Valley,ft,0,770,m,5,235,34.001,-117.471,FALSE,2623975,Jurupa Valley,92509,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Riverside', 'EnglishName': 'Riverside'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
280,Hillsboro,Oregon,108389,45.528,-122.935,45.528%2C-122.935,US,Oregon,State,OR,1,Oregon,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Hillsboro,ft,0,298,m,5,91,45.523,-122.99,FALSE,335258,Hillsboro,97124,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Washington', 'EnglishName': 'Washington'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
281,Waterbury,Connecticut,108093,41.5585,-73.0367,41.5585%2C-73.0367,US,Connecticut,State,CT,1,Connecticut,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Waterbury,ft,0,334,m,5,102,41.558,-73.051,FALSE,332253,Waterbury,6702,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'New Haven', 'EnglishName': 'New Haven'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
282,Santa Maria,California,107408,34.9332,-120.443,34.9332%2C-120.443,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Santa Maria,ft,0,206,m,5,63,34.953,-120.436,FALSE,331978,Santa Maria,93454,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Santa Barbara', 'EnglishName': 'Santa Barbara'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
283,Boulder,Colorado,107353,40.027,-105.251,40.027%2C-105.251,US,Colorado,State,CO,1,Colorado,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Boulder,ft,0,5343,m,5,1629,40.015,-105.271,FALSE,327347,Boulder,80302,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Boulder', 'EnglishName': 'Boulder'}]",MST,-7,FALSE,America/Denver,2020-03-08T09:00:00Z,City,1
284,Greeley,Colorado,107348,40.4153,-104.769,40.4153%2C-104.769,US,Colorado,State,CO,1,Colorado,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Greeley,ft,0,4700,m,5,1433,40.423,-104.709,FALSE,327350,Greeley,80631,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Weld', 'EnglishName': 'Weld'}]",MST,-7,FALSE,America/Denver,2020-03-08T09:00:00Z,City,1
285,Daly City,California,107008,37.7009,-122.465,37.7009%2C-122.465,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Daly City,ft,0,318,m,5,97,37.706,-122.462,FALSE,327155,Daly City,94014,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'San Mateo', 'EnglishName': 'San Mateo'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
286,Meridian,Idaho,106804,43.6142,-116.398,43.6142%2C-116.398,US,Idaho,State,ID,1,Idaho,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Meridian,ft,0,2591,m,5,790,43.612,-116.392,FALSE,2226888,Meridian,83642,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Ada', 'EnglishName': 'Ada'}]",MST,-7,FALSE,America/Boise,2020-03-08T09:00:00Z,City,1
287,Lewisville,Texas,106586,33.0466,-96.9818,33.0466%2C-96.9818,US,Texas,State,TX,1,Texas,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Lewisville,ft,0,528,m,5,161,33.046,-96.994,FALSE,340893,Lewisville,75057,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Denton', 'EnglishName': 'Denton'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
288,Davie,Florida,106558,26.0791,-80.285,26.0791%2C-80.285,US,Florida,State,FL,1,Florida,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Davie,ft,0,13,m,5,4,26.063,-80.233,FALSE,328172,Davie,33314,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Broward', 'EnglishName': 'Broward'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
289,West Covina,California,106311,34.0559,-117.909,34.0559%2C-117.909,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",West Covina,ft,0,393,m,5,120,34.069,-117.939,FALSE,331983,West Covina,91790,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Los Angeles', 'EnglishName': 'Los Angeles'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
290,League City,Texas,106244,29.4901,-95.1091,29.4901%2C-95.1091,US,Texas,State,TX,1,Texas,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",League City,ft,0,19,m,5,6,29.507,-95.095,FALSE,340890,League City,77573,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Galveston', 'EnglishName': 'Galveston'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
291,Tyler,Texas,105729,32.3173,-95.3059,32.3173%2C-95.3059,US,Texas,State,TX,1,Texas,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Tyler,ft,0,554,m,5,169,32.351,-95.301,FALSE,331126,Tyler,75702,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Smith', 'EnglishName': 'Smith'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
292,Norwalk,California,105120,33.9076,-118.083,33.9076%2C-118.083,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Norwalk,ft,0,95,m,5,29,33.902,-118.082,FALSE,331968,Norwalk,90650,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Los Angeles', 'EnglishName': 'Los Angeles'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
293,San Mateo,California,105025,37.5603,-122.31,37.5603%2C-122.31,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",San Mateo,ft,0,124,m,5,38,37.563,-122.326,FALSE,337235,San Mateo,94401,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'San Mateo', 'EnglishName': 'San Mateo'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
294,Green Bay,Wisconsin,104879,44.5207,-87.9842,44.5207%2C-87.9842,US,Wisconsin,State,WI,1,Wisconsin,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Green Bay,ft,0,587,m,5,179,44.519,-88.02,FALSE,1868,Green Bay,54303,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Brown', 'EnglishName': 'Brown'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
295,Wichita Falls,Texas,104576,33.9067,-98.5259,33.9067%2C-98.5259,US,Texas,State,TX,1,Texas,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Wichita Falls,ft,0,941,m,5,287,33.914,-98.493,FALSE,331133,Wichita Falls,76301,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Wichita', 'EnglishName': 'Wichita'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
